,society,bedRoom,bathroom,balcony,type,sector,Super_build_area,Carpet_area,Study Room,Servant Room,Pooja Room,age,luxury_score,furnishing_type,location_score,area_ratio,price
2052,independent,2,2,0,house,sector 28,988.416,691.2,0,0,0,undefined,low,1,14,172.8,0.7
2053,independent,3,3,0,house,sohna road,1144.0,800.0,0,0,0,old property,low,1,46,266.6666666666667,6.25
2054,independent,2,2,1,house,sohna road,1315.6,920.0,0,0,0,New Property,low,1,46,460.0,0.49
2055,Suncity Avenue 76,2,2,2,house,sector 76,852.28,596.0,0,0,0,New Property,low,1,34,298.0,0.75
2056,Not Applicable,2,1,1,house,sector 3a,572.0,400.0,0,0,0,old property,low,1,34,200.0,0.65
2057,independent,8,11,3+,house,sector 24,4354.064,3044.8,1,1,1,undefined,low,2,0,380.6,11.0
2058,Adani Brahma Samsara,9,12,3+,house,sector 60,7310.16,5112.0,0,1,0,relatively new,high,2,52,568.0,18.02
2059,independent,3,3,3+,house,sector 43,617.76,432.0,0,0,0,undefined,low,0,33,144.0,1.9
2060,independent,1,1,0,house,sector 2,1029.6,720.0,0,0,0,undefined,low,1,61,720.0,0.7
2061,independent,2,2,2,house,sector 24,2574.0,1800.0,0,0,0,undefined,low,1,34,900.0,9.9
2062,independent,1,1,0,house,sector 43,1887.6,1320.0,0,0,0,undefined,low,1,42,1320.0,2.15
2063,independent,3,3,2,house,sector 28,463.32,324.0,0,0,0,undefined,low,1,0,108.0,0.65
2064,Nitin Vihar,3,2,0,house,sector 33,1029.6,720.0,0,0,0,relatively new,low,1,32,240.0,0.85
2065,independent,2,1,1,house,sector 3a,923.4654,645.7800000000001,0,0,0,old property,low,1,34,322.89000000000004,0.55
2066,independent,3,2,3+,house,sector 7,4942.08,3456.0,0,0,0,undefined,low,1,24,1152.0,6.5
2067,independent,2,2,1,house,sector 28,1716.0,1200.0,0,0,0,undefined,low,1,37,600.0,1.39
2068,independent,3,3,0,house,sector 12,1327.04,928.0,0,0,0,relatively new,low,1,61,309.3333333333333,0.7
2069,independent,5,5,2,house,sector 43,2574.0,1800.0,1,0,0,relatively new,low,1,42,360.0,4.0
2070,independent,6,5,3,house,sector 50,3521.232,2462.4,1,1,1,old property,low,2,46,410.4,12.5
2071,independent,7,7,3,house,sector 12,3088.8,2160.0,0,0,0,undefined,low,1,32,308.57142857142856,2.9
2072,Palam Vihar Extension West Zone RWA,3,4,2,house,sector 2,1029.6,720.0,0,0,0,old property,low,1,61,120.0,0.4
2073,cloudnine cottages,3,3,0,house,sohna road,1144.0,800.0,0,0,0,old property,low,1,46,266.6666666666667,5.5
2074,SS Aaron Ville,5,4,2,house,sector 49,3912.48,2736.0,1,1,0,old property,low,1,27,547.2,6.75
2075,independent,2,3,1,house,sector 5,1142.856,799.2,0,0,1,relatively new,low,1,53,399.6,0.7
2076,independent,5,5,2,house,sector 26,2625.48,1836.0,0,0,0,undefined,low,1,45,367.2,8.1
2077,International City by SOBHA Phase 2,4,4,3+,house,sector 109,6177.599999999999,4320.0,0,0,0,relatively new,medium,2,51,1080.0,7.0
2078,Palam Vihar Extension West Zone RWA,2,2,1,house,sector 2,1287.0,900.0,0,0,0,old property,low,1,61,450.0,0.65
2079,DLF City Plots Phase 2,5,6,3+,house,sector 25,5168.592,3614.4,1,1,1,old property,high,1,45,722.88,15.5
2080,DLF City Plots Phase 4,6,5,3+,house,sector 28,3706.56,2592.0,1,1,1,New Property,high,1,37,432.0,9.54
2081,DLF City Plots Phase 2,5,6,3+,house,sector 25,3088.8,2160.0,1,1,1,old property,medium,1,45,432.0,10.55
2082,independent,6,8,2,house,sector 26,5168.592,3614.4,1,1,1,relatively new,medium,2,45,602.4,18.9
2083,independent,8,5,3+,house,sector 41,3706.56,2592.0,0,1,1,old property,low,2,47,324.0,9.0
2084,independent,3,3,3,house,sector 40,1029.6,720.0,1,0,1,old property,low,1,39,240.0,2.15
2085,independent,2,3,3+,house,sector 51,1029.6,720.0,0,0,0,relatively new,low,1,40,120.0,2.25
2086,Nirvana Cedar Crest,4,5,3+,house,sector 50,5148.0,3600.0,0,1,1,New Property,medium,1,49,900.0,3.99
2087,DLF City Plots Phase 2,5,5,3+,house,sector 25,2059.2,1440.0,1,1,1,old property,high,2,45,288.0,6.5
2088,International City by SOBHA Phase 2,5,5,3+,house,sector 109,7124.832,4982.400000000001,0,1,0,relatively new,high,1,51,996.48,7.0
2089,Birla Navya,3,3,3+,house,sector 63a,3566.42,2494.0,0,1,0,New Property,high,2,33,831.3333333333334,3.85
2090,Vatika Signature Villas,3,4,3,house,sector 82,2471.04,1728.0,1,1,1,New Property,low,1,9,576.0,3.2
2091,independent,4,4,3+,house,sector 26,3088.8,2160.0,1,1,1,undefined,medium,1,45,540.0,8.9
2092,International City by SOBHA Phase 2,5,5,3+,house,sector 109,4118.4,2880.0,1,1,1,relatively new,high,1,51,576.0,9.5
2093,independent,5,4,2,house,sector 14,2574.0,1800.0,0,0,0,undefined,low,2,32,360.0,4.15
2094,independent,4,4,3,house,sector 23,2860.0,2000.0,0,1,0,relatively new,low,2,61,500.0,2.9
2095,Emaar MGF Marbella,5,6,3+,house,sector 66,3603.6,2520.0,0,1,1,New Property,low,1,43,504.0,12.0
2096,independent,4,4,2,house,sector 41,3706.56,2592.0,1,1,1,New Property,low,1,47,648.0,11.0
2097,Central Park Flower Valley Cerise Floors,2,2,2,house,sector-33 sohna,1384.24,968.0,1,0,0,New Property,medium,0,40,484.0,1.35
2098,DLF City Plots,6,6,3,house,sector 26,5168.592,3614.4,1,1,0,relatively new,medium,2,44,602.4,19.0
2099,independent,9,9,2,house,sector 25,7436.0,5200.0,0,1,0,relatively new,medium,2,45,577.7777777777778,7.3
2100,independent,6,4,3,house,sector 55,3088.8,2160.0,0,1,0,undefined,low,2,50,360.0,5.6
2101,independent,3,3,2,house,sector 43,2213.64,1548.0,0,0,0,relatively new,low,2,37,516.0,2.55
2102,independent,3,3,2,house,sector 23,2288.0,1600.0,0,0,1,old property,low,1,61,533.3333333333334,2.4
2103,Vipul Tatvam Villa,4,4,1,house,sector 48,8008.0,5600.0,0,0,0,old property,low,1,37,1400.0,18.5
2104,independent,2,1,2,house,sector 10a,1029.6,720.0,0,0,0,old property,low,1,14,360.0,1.7
2105,independent,3,3,3+,house,sector 55,2471.04,1728.0,0,1,1,undefined,low,2,37,576.0,4.6
2106,Ansal API Spanish Court,4,4,3,house,sector 2,1930.5,1350.0,0,0,0,relatively new,low,2,61,337.5,2.9
2107,independent,6,7,3+,house,sector 43,12911.184,9028.8,1,1,1,relatively new,low,2,42,1504.8000000000002,27.5
2108,independent,5,6,3+,house,sector 57,3933.072,2750.4,1,1,1,undefined,low,1,32,550.08,8.31
2109,independent,6,6,3+,house,sector 57,3088.8,2160.0,1,1,1,undefined,low,1,32,360.0,6.21
2110,independent,6,4,3+,house,sector 45,2831.4,1980.0,1,1,1,old property,low,2,39,330.0,7.35
2111,DLF City Plots Phase 2,2,3,2,house,sector 25,1544.4,1080.0,0,0,1,old property,low,1,45,216.0,4.5
2112,independent,4,3,3,house,sector 25,2059.2,1440.0,1,0,1,old property,low,1,45,360.0,6.5
2113,Ireo Victory Valley,6,7,3+,house,sector 67,4118.4,2880.0,1,1,1,old property,low,2,42,480.0,8.0
2114,Ansals Palam Vihar,3,3,3,house,sector 2,1781.208,1245.6,1,0,1,old property,low,2,61,415.2000000000001,2.75
2115,DLF City Plots,6,6,2,house,sector 26,5168.592,3614.4,0,1,1,undefined,low,2,44,602.4,18.0
2116,DLF City Plots,5,6,3,house,sector 26,5168.592,3614.4,0,1,1,undefined,medium,2,44,722.88,17.0
2117,DLF City Plots,5,5,3,house,sector 26,5168.592,3614.4,1,1,1,undefined,medium,2,44,722.88,13.5
2118,International City by SOBHA Phase 2,4,4,3+,house,sector 109,6177.599999999999,4320.0,0,1,0,relatively new,high,1,51,1080.0,6.25
2119,independent,5,5,3,house,sector 50,3706.56,2592.0,1,1,0,old property,low,1,49,518.4,10.55
2120,Smart World Orchard,3,3,3,house,sector 61,1772.056,1239.2,0,0,0,relatively new,high,1,51,413.06666666666666,2.01
2121,independent,4,4,3+,house,sector 31,1657.656,1159.2,1,1,1,old property,low,2,32,289.8,3.25
2122,Bptp Visionnaire,5,4,3,house,sector 70a,3088.8,2160.0,1,0,0,New Property,low,1,29,432.0,6.0
2123,independent,4,4,3+,house,sector 24,1930.5,1350.0,0,1,1,relatively new,low,2,37,337.5,5.25
2124,DLF City Plots,6,7,3+,house,sector 26,5199.48,3636.0,1,1,1,New Property,high,2,44,606.0,26.0
2125,Unitech Espace,5,7,3+,house,sector 50,3706.56,2592.0,1,1,1,old property,high,2,49,518.4,10.45
2126,independent,4,4,3+,house,sector 2,2110.68,1476.0,0,0,0,undefined,low,1,61,369.0,2.95
2127,independent,3,3,2,house,sector 2,679.5360000000001,475.2000000000001,0,0,0,undefined,low,2,61,158.4,1.15
2128,DLF City Plots,5,5,2,house,sector 26,5168.592,3614.4,1,1,0,old property,medium,2,44,722.88,13.5
2129,nul,5,5,3,house,sector 25,7321.599999999999,5120.0,1,1,1,old property,medium,2,45,1024.0,15.0
2130,independent,8,7,3+,house,sector 43,3217.5,2250.0,1,1,1,old property,medium,2,42,281.25,5.5
2131,independent,5,4,3+,house,sector 26,5168.592,3614.4,1,1,1,old property,medium,2,45,722.88,18.0
2132,independent,4,3,2,house,sector 26,2059.2,1440.0,0,0,0,relatively new,low,1,45,360.0,5.8
2133,SS Hibiscus,4,4,3+,house,sector 50,4375.8,3060.0,1,1,0,relatively new,high,0,35,765.0,12.5
2134,DLF Floors Phase 3,4,4,3,house,sector 24,3253.536,2275.2000000000003,1,1,1,undefined,high,2,45,568.8000000000001,3.51
2135,independent,6,5,2,house,sector 5,2345.2,1640.0,1,1,1,undefined,high,0,34,273.3333333333333,3.5
2136,International City by SOBHA Phase 2,5,6,3+,house,sector 109,4118.4,2880.0,1,1,1,relatively new,high,2,51,576.0,9.4
2137,Unitech Espace,5,6,3+,house,sector 50,3706.56,2592.0,1,1,1,old property,high,2,44,518.4,10.3
2138,Bptp Visionnaire,4,4,3+,house,sector 70a,2985.84,2088.0,1,1,1,old property,medium,1,29,522.0,4.6
2139,DLF City Plots,4,5,2,house,sector 26,3706.56,2592.0,1,1,0,old property,medium,2,44,648.0,12.5
2140,independent,5,6,3,house,sector 26,5148.0,3600.0,0,0,0,undefined,low,1,45,720.0,16.0
2141,independent,5,5,3+,house,sector 26,3706.56,2592.0,1,1,1,undefined,medium,2,45,518.4,12.5
2142,independent,6,6,3+,house,sector 45,3706.56,2592.0,1,1,1,old property,low,2,39,432.0,10.0
2143,independent,3,3,3,house,sector 26,2779.92,1944.0,0,0,0,old property,low,1,45,648.0,6.75
2144,independent,4,4,2,house,sector 2,1781.208,1245.6,0,0,0,undefined,low,1,61,311.40000000000003,2.5
2145,DLF New Town Heights 2,4,4,3+,house,sector 86,3146.0,2200.0,0,1,1,old property,high,2,31,550.0,2.47
2146,Ansal Sushant Residency,6,6,3,house,sector 57,3088.8,2160.0,1,1,1,undefined,medium,0,40,360.0,4.6
2147,Ansals Florence Villa,6,6,2,house,sector 57,3946.8,2760.0,1,1,1,old property,high,0,42,460.0,3.65
2148,independent,4,5,3+,house,sector 28,3253.536,2275.2000000000003,0,1,1,relatively new,low,2,37,568.8000000000001,12.0
2149,independent,8,8,3,house,sector 49,3294.72,2304.0,1,1,1,old property,high,0,40,288.0,4.5
2150,Uppal Southend,6,6,3,house,sector 49,3294.72,2304.0,1,1,1,old property,medium,0,40,384.0,4.4
2151,independent,5,7,3+,house,sector 26,5148.0,3600.0,0,1,1,relatively new,medium,0,45,720.0,20.0
2152,DLF South City 1,3,3,3,house,sector 41,2002.0,1400.0,0,1,0,New Property,low,2,47,466.6666666666667,2.65
2153,independent,4,4,2,house,sector 51,3088.8,2160.0,0,1,0,relatively new,low,2,46,540.0,2.95
2154,independent,3,4,3,house,sector 10a,2100.384,1468.8000000000002,0,0,1,old property,low,1,21,183.6,3.6
2155,independent,5,6,3+,house,sector 2,2779.92,1944.0,1,0,1,undefined,low,2,61,388.8,6.0
2156,Unitech Espace,5,5,3+,house,sector 50,3706.56,2592.0,1,0,1,old property,low,1,44,518.4,11.29
2157,independent,3,3,2,house,sector 43,3088.8,2160.0,0,1,1,relatively new,low,2,33,720.0,8.49
2158,Eldeco Mansionz,4,4,3+,house,sector 48,3088.8,2160.0,0,1,0,old property,medium,1,49,540.0,6.0
2159,Experion Windchants,5,5,3,house,sector 112,4633.2,3240.0,0,1,0,relatively new,low,1,40,648.0,9.5
2160,independent,8,9,3+,house,sector 2,8236.8,5760.0,1,1,1,New Property,medium,1,61,720.0,19.5
2161,Ansal Sushant Lok,4,4,2,house,sector 43,4303.728,3009.6000000000004,0,1,0,undefined,medium,1,42,752.4000000000001,10.5
2162,independent,5,5,3,house,sector 25,4138.992,2894.4,1,1,1,old property,low,1,45,578.88,10.5
2163,independent,5,5,3,house,sector 50,3706.56,2592.0,0,1,0,old property,low,1,49,518.4,11.58
2164,Ansals Palam Vihar,4,4,3+,house,sector 2,2745.6,1920.0,0,1,0,old property,low,1,61,480.0,4.0
2165,Unitech Aspen Greens,4,5,3,house,sector 50,3078.218,2152.6,1,1,0,old property,medium,2,44,538.15,6.8
2166,International City by SOBHA Phase 2,4,6,3+,house,sector 109,4118.4,2880.0,1,1,1,New Property,high,1,51,720.0,8.48
2167,International City by SOBHA Phase 2,5,7,3+,house,sector 109,7124.832,4982.400000000001,1,1,1,relatively new,high,1,51,996.48,6.25
2168,Sushant Lok 1 Builder Floors,8,8,3,house,sector 43,4303.728,3009.6000000000004,1,1,1,old property,high,0,42,376.2000000000001,10.85
2169,independent,4,4,3,house,sector 91,2779.92,1944.0,0,0,0,New Property,low,2,5,486.0,3.6
2170,Ansals Florence Villa,4,5,2,house,sector 57,3088.8,2160.0,0,1,1,undefined,low,2,32,540.0,6.0
2171,Vatika The Seven Lamps,4,4,3+,house,sector 82,2774.2,1940.0,0,1,0,old property,medium,1,42,485.0,1.6
2172,Vatika India Next,3,3,3+,house,sector 83,2471.04,1728.0,0,1,1,New Property,low,1,41,576.0,1.7
2173,independent,5,6,3,house,sector 43,6280.56,4392.0,1,1,1,old property,medium,1,33,878.4,15.5
2174,independent,3,3,3,house,sector 14,2574.0,1800.0,0,0,0,undefined,low,1,32,600.0,3.4
2175,independent,9,9,3+,house,sector 28,3706.56,2592.0,0,1,1,old property,medium,2,37,288.0,11.25
2176,Ansals Florence Villa,4,3,3+,house,sector 57,1904.76,1332.0,1,1,1,old property,high,1,42,333.0,3.3
2177,independent,8,8,2,house,sector 51,6949.799999999999,4860.0,0,0,1,relatively new,low,2,49,607.5,5.5
2178,independent,5,5,3,house,sector 43,3088.8,2160.0,0,1,0,old property,medium,2,42,432.0,8.5
2179,independent,5,4,2,house,sector 45,3706.56,2592.0,0,1,1,old property,low,2,39,518.4,8.5
2180,Unitech Nirvana Birch Court,3,3,2,house,sector 50,3706.56,2592.0,1,1,0,old property,medium,1,44,864.0,11.95
2181,Unitech Aspen Greens,3,4,2,house,sector 50,3706.56,2592.0,1,1,0,old property,medium,2,44,864.0,12.0
2182,Ansal Sushant Lok Plots,7,8,3+,house,sector 43,9295.0,6500.0,0,1,1,undefined,low,2,33,928.5714285714286,11.5
2183,independent,4,4,3,house,sector 26,5148.0,3600.0,0,1,0,old property,low,2,45,900.0,15.0
2184,independent,3,3,2,house,sector 4,2574.0,1800.0,0,0,0,undefined,low,1,34,600.0,3.2
2185,independent,9,9,3+,house,sector 47,6435.0,4500.0,0,1,0,relatively new,high,2,46,500.0,5.25
2186,Bestech Park View Aindependentda,4,4,3,house,sector 81,6269.12,4384.0,0,1,0,relatively new,low,1,52,1096.0,4.35
2187,independent,4,4,2,house,sector 57,1976.832,1382.4,1,1,1,old property,low,2,32,345.6,3.49
2188,independent,3,3,2,house,sector 55,1853.28,1296.0,1,1,0,New Property,low,2,37,432.0,1.64
2189,Unitech Palms South City 1,10,10,3+,house,sector 41,8580.0,6000.0,1,1,0,old property,medium,2,47,600.0,9.35
2190,Unitech Palms South City 1,9,9,3+,house,sector 41,6435.0,4500.0,1,1,1,old property,medium,2,47,500.0,9.25
2191,independent,4,4,3+,house,sector 28,2779.92,1944.0,0,1,1,relatively new,high,2,37,486.0,8.4
2192,independent,6,7,3+,house,sector 24,3253.536,2275.2000000000003,1,1,1,old property,medium,2,45,379.2000000000001,6.0
2193,independent,4,4,3+,house,sector 26,10296.0,7200.0,1,1,1,relatively new,high,2,45,1800.0,23.0
2194,independent,4,4,3+,house,sector 25,2059.2,1440.0,1,1,1,old property,low,1,45,360.0,6.5
2195,Sushant Lok 1 Builder Floors,4,4,3+,house,sector 43,4517.37,3159.0,1,1,1,old property,medium,0,42,789.75,2.45
2196,independent,8,8,2,house,sector 23,2882.88,2016.0,1,1,1,old property,medium,2,61,252.0,5.5
2197,independent,4,4,3,house,sector 54,3253.536,2275.2000000000003,0,1,0,New Property,low,1,50,568.8000000000001,3.51
2198,independent,7,7,3+,house,sector 23,5720.0,4000.0,0,1,1,old property,low,1,52,571.4285714285714,5.65
2199,independent,5,5,3+,house,sector 26,5168.592,3614.4,1,1,1,relatively new,low,0,45,722.88,13.5
2200,independent,6,8,3+,house,sector 26,5148.0,3600.0,1,1,1,old property,medium,2,45,600.0,19.0
2201,independent,4,4,3+,house,sector 57,1853.28,1296.0,0,0,0,undefined,medium,2,32,324.0,3.5
2202,Ansals Palam Vihar,4,3,2,house,sector 2,1781.208,1245.6,0,0,0,old property,medium,2,61,311.40000000000003,2.68
2203,BPTP Pedestal,2,3,3+,house,sector 70a,1697.41,1187.0,0,0,0,New Property,high,1,32,593.5,0.92
2204,BPTP Astaire Gardens,3,3,3+,house,sector 70a,2073.5,1450.0,0,0,0,relatively new,high,2,50,483.3333333333333,1.04
2205,independent,5,5,3+,house,sector 39,5148.0,3600.0,0,1,0,old property,low,2,38,720.0,15.0
2206,BPTP Astaire Gardens,3,3,3+,house,sector 70a,2073.5,1450.0,0,0,0,relatively new,high,2,50,483.3333333333333,1.18
2207,BPTP Pedestal,2,2,3+,house,sector 70a,1697.41,1187.0,0,1,0,New Property,high,1,32,593.5,0.9
2208,Sushant Lok 1 Builder Floors,3,3,3+,house,sector 43,3088.8,2160.0,0,0,1,New Property,low,2,42,720.0,13.0
2209,Emaar MGF Marbella,5,5,3+,house,sector 66,9283.905488,6492.2416,1,1,1,New Property,medium,1,43,1298.44832,15.1
2210,Emaar MGF Marbella,4,4,3+,house,sector 66,6415.006312,4486.0184,0,1,0,relatively new,medium,1,43,1121.5046,9.01
2211,Unitech Uniworld Resorts,4,4,3+,house,sector 33,8008.0,5600.0,1,1,1,relatively new,medium,1,46,1400.0,8.0
2212,independent,6,5,3+,house,sector 2,2779.92,1944.0,0,1,0,relatively new,medium,1,61,324.0,4.95
2213,independent,5,5,3+,house,sector 43,3217.5,2250.0,0,1,1,relatively new,medium,2,42,450.0,9.5
2214,Tata Primanti,4,5,3+,house,sector 72,8008.0,5600.0,0,0,0,relatively new,low,2,36,1400.0,8.6
2215,International City by Sobha Phase 1,4,5,3,house,sector 109,7124.832,4982.400000000001,0,0,0,old property,medium,1,59,1245.6,6.0
2216,Ansals Palam Vihar,5,5,2,house,sector 2,5353.92,3744.0,1,1,1,undefined,medium,0,61,748.8,9.0
2217,independent,4,4,2,house,sector 57,1976.832,1382.4,1,1,1,undefined,medium,1,32,345.6,3.6
2218,independent,5,5,2,house,sector 26,3088.8,2160.0,1,1,1,undefined,medium,0,45,432.0,9.0
2219,independent,3,3,2,house,sector 4,2574.0,1800.0,0,0,0,undefined,low,1,34,600.0,3.3
2220,independent,5,4,2,house,sector 5,2707.848,1893.6,0,0,1,undefined,low,1,34,378.72,3.5
2221,independent,4,4,2,house,sector 4,1647.36,1152.0,0,0,1,undefined,low,1,34,288.0,2.35
2222,independent,7,9,3+,house,sector 26,14300.0,10000.0,1,1,1,relatively new,medium,2,45,1428.571428571429,18.25
2223,DLF City Plots Phase 2,4,4,3+,house,sector 25,2059.2,1440.0,0,1,0,old property,medium,1,27,360.0,6.3
2224,independent,4,5,3+,house,sector 28,3253.536,2275.2000000000003,1,1,0,relatively new,low,2,37,568.8000000000001,11.75
2225,DLF Pink Town House,10,9,3+,house,sector 24,5740.592,4014.4,0,0,0,relatively new,low,0,37,401.44,1.9
2226,Unitech Escape,4,4,3,house,sector 50,2574.0,1800.0,1,1,1,relatively new,medium,2,52,450.0,10.8
2227,independent,4,4,2,house,sector 48,2676.96,1872.0,0,1,0,relatively new,low,2,49,468.0,5.5
2228,RWA Sector 46,4,4,2,house,sector 46,1853.28,1296.0,0,0,1,relatively new,low,2,46,324.0,3.5
2229,Arjun Marg/ Sector- 26 Phase- 1/ Golf Course Road,7,9,3+,house,sector 26,10296.0,7200.0,1,1,1,old property,medium,0,45,1028.571428571429,31.5
2230,independent,5,5,3+,house,sector 26,5168.592,3614.4,1,1,1,relatively new,medium,1,45,722.88,17.0
2231,Emaar MGF Marbella,4,4,3+,house,sector 66,6056.05,4235.0,0,1,1,relatively new,medium,2,43,1058.75,9.0
2232,independent,5,5,3+,house,sector 25,3541.824,2476.8,1,1,1,relatively new,low,1,45,495.36,11.0
2233,independent,3,3,2,house,sector 26,1544.4,1080.0,0,0,1,undefined,low,2,45,360.0,4.5
2234,independent,4,4,2,house,sector 43,2213.64,1548.0,1,1,0,undefined,medium,1,42,387.0,5.25
2235,independent,4,4,2,house,sector 24,3253.536,2275.2000000000003,0,0,1,undefined,low,1,37,568.8000000000001,6.5
2236,Unitech Espace,4,4,3+,house,sector 50,3861.0,2700.0,0,1,0,old property,medium,2,44,675.0,11.0
2237,Unitech Espace,3,3,2,house,sector 50,3088.8,2160.0,0,1,0,old property,low,2,44,720.0,7.5
2238,independent,5,5,2,house,sector 25,3861.0,2700.0,0,0,1,old property,medium,2,45,540.0,9.9
2239,Uppal Southend,4,4,3,house,sector 49,2388.672,1670.4,0,1,0,relatively new,low,2,40,417.6,6.75
2240,independent,6,4,2,house,sector 14,2770.3962,1937.34,0,0,0,undefined,low,2,32,322.89,3.5
2241,independent,3,3,2,house,sector 14,5168.592,3614.4,1,1,1,undefined,low,2,32,1204.8,7.5
2242,Vipul Tatvam Villa,4,4,3,house,sector 48,4576.0,3200.0,1,1,0,old property,low,1,37,800.0,7.65
2243,SS Aaron Ville,5,4,2,house,sector 49,5148.0,3600.0,0,0,0,New Property,low,1,27,720.0,6.75
2244,independent,5,5,3+,house,sector 25,12870.0,9000.0,0,1,1,old property,low,0,45,1800.0,10.0
2245,independent,8,8,3,house,sector 17,5791.5,4050.0,1,0,0,relatively new,low,2,33,506.25,9.5
2246,independent,5,6,3+,house,sector 28,3706.56,2592.0,1,1,1,New Property,high,2,37,518.4,10.5
2247,International City by SOBHA Phase 2,4,5,3+,house,sector 109,2779.92,1944.0,1,1,1,New Property,high,1,51,486.0,6.44
2248,independent,8,8,3+,house,sector 56,3706.56,2592.0,1,1,1,relatively new,low,0,50,324.0,7.5
2249,Unitech Aspen Greens,4,4,2,house,sector 50,2471.04,1728.0,0,1,0,old property,low,1,44,432.0,7.0
2250,SS Aaron Ville,5,5,2,house,sector 49,3953.664,2764.8,1,1,1,relatively new,low,2,27,552.96,6.5
2251,Unitech Nirvana Birch Court,4,4,3+,house,sector 50,2471.04,1728.0,1,1,1,old property,medium,1,44,432.0,6.8
2252,International City by Sobha Phase 1,4,4,3+,house,sector 109,7124.832,4982.400000000001,0,1,1,New Property,medium,1,59,1245.6,6.75
2253,International City by SOBHA Phase 2,4,4,3+,house,sector 109,6177.599999999999,4320.0,0,1,0,New Property,high,2,51,1080.0,6.5
2254,Unitech Uniworld Resorts,5,6,3+,house,sector 33,5353.92,3744.0,0,1,0,relatively new,medium,1,46,748.8,11.5
2255,nul,9,9,3+,house,sector 25,3253.536,2275.2000000000003,0,0,0,old property,low,1,45,252.80000000000004,9.5
2256,independent,4,4,3,house,sector 26,1544.4,1080.0,0,0,0,undefined,low,1,45,270.0,4.0
2257,Unitech Espace,4,4,3,house,sector 50,5720.0,4000.0,0,1,0,old property,medium,2,44,1000.0,7.45
2258,Unitech Espace,4,4,3,house,sector 50,2471.04,1728.0,0,0,0,old property,medium,2,44,432.0,7.42
2259,independent,5,4,2,house,sector 46,2100.384,1468.8000000000002,0,0,0,old property,low,2,46,293.76000000000005,4.25
